"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-06-15","2020","06","15","","","","","","","","","","","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-06-16","2020","06","16","","","","","","","","","","","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-06-17","2020","06","17","","","","","","","","","","","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-06-18","2020","06","18","","","","","","","","","","","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-06-19","2020","06","19","","","","","","","","","","","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-06-20","2020","06","20","","","","","","","","","","","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-06-21","2020","06","21","","","","","","","","","","","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-06-22","2020","06","22","","","","","","","","","","","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-06-23","2020","06","23","","","","","","","","","","","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-06-24","2020","06","24","","","","","","","","","","","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-06-25","2020","06","25","","","","","","","","","","","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-06-26","2020","06","26","","","","","","","","","","","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-06-27","2020","06","27","","","","","","","","","","","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-06-28","2020","06","28","","","","","","","","","","","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-06-29","2020","06","29","","","","","","","","","","","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-06-30","2020","06","30","","","","","","","","","","","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-01","2020","07","01","","22.1","","14.1","","18.1","","0.0","","0.1","","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-02","2020","07","02","","24.1","","13.5","","18.8","","0.0","","0.8","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-03","2020","07","03","","20.8","","11.2","","16.0","","2.0","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-04","2020","07","04","","20.0","","9.2","","14.6","","3.4","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-05","2020","07","05","","17.7","","10.2","","14.0","","4.0","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-06","2020","07","06","","11.5","","6.8","","9.1","","8.9","","0.0","","","","","","","","","","3","","37",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-07","2020","07","07","","12.9","","4.7","","8.8","","9.2","","0.0","","","","","","","","","","36","","35",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-08","2020","07","08","","8.5","","2.9","","5.7","","12.3","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-09","2020","07","09","","11.2","","1.9","","6.6","","11.4","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-10","2020","07","10","","15.2","","6.1","","10.6","","7.4","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-11","2020","07","11","","14.0","","7.4","","10.7","","7.3","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-12","2020","07","12","","10.2","","8.4","","9.3","","8.7","","0.0","","","","","","","","","","3","","31",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-13","2020","07","13","","14.6","","7.9","","11.2","","6.8","","0.0","","","","","","","","","","1","","33",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-14","2020","07","14","","15.6","","7.3","","11.4","","6.6","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-15","2020","07","15","","18.1","","8.7","","13.4","","4.6","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-16","2020","07","16","","17.6","","7.8","","12.7","","5.3","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-17","2020","07","17","","12.4","","7.4","","9.9","","8.1","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-18","2020","07","18","","16.2","","7.5","","11.9","","6.1","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-19","2020","07","19","","14.0","","7.1","","10.5","","7.5","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-20","2020","07","20","","15.3","","9.0","","12.1","","5.9","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-21","2020","07","21","","16.0","","8.2","","12.1","","5.9","","0.0","","","","","","","","","","9","","31",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-22","2020","07","22","","10.4","","7.7","","9.0","","9.0","","0.0","","","","","","","","","","9","","35",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-23","2020","07","23","","20.5","","7.4","","14.0","","4.0","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-24","2020","07","24","","20.4","","8.5","","14.5","","3.5","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-25","2020","07","25","","13.8","","6.6","","10.2","","7.8","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-26","2020","07","26","","18.5","","9.3","","13.9","","4.1","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-27","2020","07","27","","20.6","","10.4","","15.5","","2.5","","0.0","","","","","","","","","","12","","31",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-28","2020","07","28","","18.6","","10.4","","14.5","","3.5","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-29","2020","07","29","","16.0","","8.7","","12.3","","5.7","","0.0","","","","","","","","","","32","","39",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-30","2020","07","30","","9.9","","4.8","","7.3","","10.7","","0.0","","","","","","","","","","32","","35",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-07-31","2020","07","31","","14.8","","4.1","","9.4","","8.6","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-01","2020","08","01","","22.7","","9.2","","16.0","","2.0","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-02","2020","08","02","","23.8","","10.0","","16.9","","1.1","","0.0","","","","","","","","","","8","","44",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-03","2020","08","03","","18.4","","8.5","","13.4","","4.6","","0.0","","","","","","","","","","7","","39",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-04","2020","08","04","","13.6","","8.3","","11.0","","7.0","","0.0","","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-05","2020","08","05","","13.6","","7.2","","10.4","","7.6","","0.0","","","","","","","","","","6","","46",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-06","2020","08","06","","13.2","","5.0","","9.1","","8.9","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-07","2020","08","07","","15.5","","6.2","","10.8","","7.2","","0.0","","","","","","","","","","7","","33",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-08","2020","08","08","","11.0","","7.2","","9.1","","8.9","","0.0","","","","","","","","","","8","","54",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-09","2020","08","09","","17.1","","6.8","","12.0","","6.0","","0.0","","","","","","","","","","7","","33",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-10","2020","08","10","","17.6","","8.7","","13.2","","4.8","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-11","2020","08","11","","13.3","","6.8","","10.0","","8.0","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-12","2020","08","12","","14.4","","4.6","","9.5","","8.5","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-13","2020","08","13","","15.2","","6.5","","10.9","","7.1","","0.0","","","","","","","","","","7","","42",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-14","2020","08","14","","8.3","","4.0","","6.1","","11.9","","0.0","","","","","","","","","","4","","46",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-15","2020","08","15","","11.5","","4.0","","7.8","","10.2","","0.0","","","","","","","","","","1","","42",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-16","2020","08","16","","7.2","","4.0","","5.6","","12.4","","0.0","","","","","","","","","","8","","33",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-17","2020","08","17","","6.9","","2.9","","4.9","","13.1","","0.0","","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-18","2020","08","18","","8.3","","0.8","","4.6","","13.4","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-19","2020","08","19","","7.7","","2.1","","4.9","","13.1","","0.0","","","","","","","","","","36","","41",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-20","2020","08","20","","6.6","","0.7","","3.7","","14.3","","0.0","","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-21","2020","08","21","","10.0","","1.4","","5.7","","12.3","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-22","2020","08","22","","12.3","","3.2","","7.7","","10.3","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-23","2020","08","23","","10.3","","3.8","","7.0","","11.0","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-24","2020","08","24","","14.9","","3.2","","9.0","","9.0","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-25","2020","08","25","","15.5","","5.1","","10.3","","7.7","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-26","2020","08","26","","10.9","","3.2","","7.0","","11.0","","0.0","","","","","","","","","","1","","31",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-27","2020","08","27","","3.3","","0.3","","1.8","","16.2","","0.0","","","","","","","","","","2","","35",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-28","2020","08","28","","2.4","","-1.0","","0.7","","17.3","","0.0","","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-29","2020","08","29","","4.2","","-1.0","","1.6","","16.4","","0.0","","","","","","","","","","29","","33",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-30","2020","08","30","","4.9","","-1.3","","1.8","","16.2","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-08-31","2020","08","31","","3.2","","0.1","","1.6","","16.4","","0.0","","","","","","","","","","8","","31",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-01","2020","09","01","","3.3","","-1.1","","1.1","","16.9","","0.0","","","","","","","","","","2","","50",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-02","2020","09","02","","4.1","","0.4","","2.3","","15.7","","0.0","","","","","","","","","","2","","50",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-03","2020","09","03","","4.1","","-0.9","","1.6","","16.4","","0.0","","","","","","","","","","4","","33",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-04","2020","09","04","","1.0","","-1.9","","-0.5","","18.5","","0.0","","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-05","2020","09","05","","0.8","","-2.6","","-0.9","","18.9","","0.0","","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-06","2020","09","06","","1.9","","-2.4","","-0.2","","18.2","","0.0","","","","","","","","","","34","","31",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-07","2020","09","07","","2.8","","-2.2","","0.3","","17.7","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-08","2020","09","08","","5.3","","1.3","","3.3","","14.7","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-09","2020","09","09","","3.5","","-1.6","","1.0","","17.0","","0.0","","","","","","","","","","34","","48",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-10","2020","09","10","","5.3","","-1.9","","1.7","","16.3","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-11","2020","09","11","","5.0","","-1.6","","1.7","","16.3","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-12","2020","09","12","","3.2","","-4.2","","-0.5","","18.5","","0.0","","","","","","","","","","36","","42",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-13","2020","09","13","","-0.2","","-4.4","","-2.3","","20.3","","0.0","","","","","","","","","","26","","39",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-14","2020","09","14","","-1.2","","-7.7","","-4.4","","22.4","","0.0","","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-15","2020","09","15","","-2.9","","-6.8","","-4.8","","22.8","","0.0","","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-16","2020","09","16","","0.5","","-4.9","","-2.2","","20.2","","0.0","","","","","","","","","","32","","44",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-17","2020","09","17","","1.4","","-5.7","","-2.2","","20.2","","0.0","","","","","","","","","","32","","39",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-18","2020","09","18","","-1.7","","-6.2","","-4.0","","22.0","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-19","2020","09","19","","-0.2","","-4.2","","-2.2","","20.2","","0.0","","","","","","","","","","9","","42",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-20","2020","09","20","","0.7","","-0.7","","0.0","","18.0","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-21","2020","09","21","","4.0","","-1.8","","1.1","","16.9","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-22","2020","09","22","","0.8","","-1.3","","-0.3","","18.3","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-23","2020","09","23","","1.1","","-0.9","","0.1","","17.9","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-24","2020","09","24","","1.4","","-1.4","","0.0","","18.0","","0.0","","","","","","","","","","8","","31",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-25","2020","09","25","","1.4","","-1.3","","0.1","","17.9","","0.0","","","","","","","","","","8","","39",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-26","2020","09","26","","1.2","","0.0","","0.6","","17.4","","0.0","","","","","","","","","","9","","37",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-27","2020","09","27","","3.1","","0.2","","1.7","","16.3","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-28","2020","09","28","","3.6","","-0.3","","1.6","","16.4","","0.0","","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-29","2020","09","29","","1.8","","-1.6","","0.1","","17.9","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-09-30","2020","09","30","","1.7","","-0.6","","0.5","","17.5","","0.0","","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-01","2020","10","01","","1.1","","-0.9","","0.1","","17.9","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-02","2020","10","02","","0.7","","-3.1","","-1.2","","19.2","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-03","2020","10","03","","0.2","","-4.8","","-2.3","","20.3","","0.0","","","","","","","","","","7","","35",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-04","2020","10","04","","-2.8","","-4.4","","-3.6","","21.6","","0.0","","","","","","","","","","10","","33",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-05","2020","10","05","","-2.0","","-5.4","","-3.7","","21.7","","0.0","","","","","","","","","","9","","31",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-06","2020","10","06","","-2.9","","-8.0","","-5.4","","23.4","","0.0","","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-07","2020","10","07","","-4.3","","-6.2","","-5.3","","23.3","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-08","2020","10","08","","-5.5","","-8.4","","-6.9","","24.9","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-09","2020","10","09","","-5.8","","-11.4","","-8.6","","26.6","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-10","2020","10","10","","-2.5","","-6.5","","-4.5","","22.5","","0.0","","","","","","","","","","9","","52",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-11","2020","10","11","","-1.4","","-3.9","","-2.6","","20.6","","0.0","","","","","","","","","","8","","41",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-12","2020","10","12","","-2.0","","-4.6","","-3.3","","21.3","","0.0","","","","","","","","","","3","","39",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-13","2020","10","13","","-4.2","","-4.8","","-4.5","","22.5","","0.0","","","","","","","","","","35","","63",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-14","2020","10","14","","-0.7","","-4.4","","-2.5","","20.5","","0.0","","","","","","","","","","1","","61",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-15","2020","10","15","","-1.3","","-4.7","","-3.0","","21.0","","0.0","","","","","","","","","","4","","46",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-16","2020","10","16","","-2.3","","-4.9","","-3.6","","21.6","","0.0","","","","","","","","","","3","","37",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-17","2020","10","17","","-3.8","","-8.9","","-6.4","","24.4","","0.0","","","","","","","","","","1","","35",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-18","2020","10","18","","-6.2","","-7.7","","-7.0","","25.0","","0.0","","","","","","","","","","33","","42",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-19","2020","10","19","","-6.4","","-9.6","","-8.0","","26.0","","0.0","","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-20","2020","10","20","","-4.9","","-9.5","","-7.2","","25.2","","0.0","","","","","","","","","","34","","54",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-21","2020","10","21","","-5.4","","-14.2","","-9.8","","27.8","","0.0","","","","","","","","","","35","","68",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-22","2020","10","22","","-4.8","","-10.4","","-7.6","","25.6","","0.0","","","","","","","","","","32","","39",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-23","2020","10","23","","-4.7","","-9.1","","-6.9","","24.9","","0.0","","","","","","","","","","25","","35",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-24","2020","10","24","","-6.6","","-13.4","","-10.0","","28.0","","0.0","","","","","","","","","","35","","41",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-25","2020","10","25","","-3.7","","-13.0","","-8.3","","26.3","","0.0","","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-26","2020","10","26","","-9.4","","-15.5","","-12.4","","30.4","","0.0","","","","","","","","","","35","","50",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-27","2020","10","27","","-13.5","","-20.3","","-16.9","","34.9","","0.0","","","","","","","","","","34","","42",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-28","2020","10","28","","-9.9","","-18.4","","-14.2","","32.2","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-29","2020","10","29","","-12.1","","-21.3","","-16.7","","34.7","","0.0","","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-30","2020","10","30","","-14.7","","-21.8","","-18.2","","36.2","","0.0","","","","","","","","","","33","","35",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-10-31","2020","10","31","","","M","","M","","M","","M","","M","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-01","2020","11","01","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-02","2020","11","02","","","M","","M","","M","","M","","M","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-03","2020","11","03","","","M","","M","","M","","M","","M","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-04","2020","11","04","","","M","","M","","M","","M","","M","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-05","2020","11","05","","","M","","M","","M","","M","","M","","","","","","","","","27","","31",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-06","2020","11","06","","","M","","M","","M","","M","","M","","","","","","","","","23","","33",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-07","2020","11","07","","","M","","M","","M","","M","","M","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-08","2020","11","08","","","M","","M","","M","","M","","M","","","","","","","","","24","","33",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-09","2020","11","09","","","M","","M","","M","","M","","M","","","","","","","","","32","","52",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-10","2020","11","10","","","M","","M","","M","","M","","M","","","","","","","","","34","","61",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-11","2020","11","11","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-12","2020","11","12","","","M","","M","","M","","M","","M","","","","","","","","","2","","42",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-13","2020","11","13","","","M","","M","","M","","M","","M","","","","","","","","","34","","55",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-14","2020","11","14","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-15","2020","11","15","","","M","","M","","M","","M","","M","","","","","","","","","27","","57",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-16","2020","11","16","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-17","2020","11","17","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-18","2020","11","18","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-19","2020","11","19","","","M","","M","","M","","M","","M","","","","","","","","","32","","41",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-20","2020","11","20","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-21","2020","11","21","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-22","2020","11","22","","","M","","M","","M","","M","","M","","","","","","","","","34","","44",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-23","2020","11","23","","","M","","M","","M","","M","","M","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-24","2020","11","24","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-25","2020","11","25","","","M","","M","","M","","M","","M","","","","","","","","","2","","31",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-26","2020","11","26","","","M","","M","","M","","M","","M","","","","","","","","","36","","35",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-27","2020","11","27","","","M","","M","","M","","M","","M","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-28","2020","11","28","","","M","","M","","M","","M","","M","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-29","2020","11","29","","","M","","M","","M","","M","","M","","","","","","","","","3","","39",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-11-30","2020","11","30","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-12-01","2020","12","01","","","M","","M","","M","","M","","M","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-12-02","2020","12","02","","","M","","M","","M","","M","","M","","","","","","","","","5","","52",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-12-03","2020","12","03","","","M","","M","","M","","M","","M","","","","","","","","","12","","68",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-12-04","2020","12","04","","","M","","M","","M","","M","","M","","","","","","","","","29","","59",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-12-05","2020","12","05","","","M","","M","","M","","M","","M","","","","","","","","","10","","35",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-12-06","2020","12","06","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-12-07","2020","12","07","","","M","","M","","M","","M","","M","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2020-12-08","2020","12","08","","","M","","M","","M","","M","","M","","","","","","","","","8","","31",""
